"list_id","display_id","condition","target_object","modal","target_image","competitor_image","other1_image","other2_image","LT","RT","LB","RB","item_id","list_name","trial_in_list","variant","sentence","instruction","color_pair","marble_orientation","wheel_option","target_loc","competitor_loc"
4,1,"exp","wheel","never","wheel_100-0_b.png","wheel_25-75_b-g.png","marble_100-0_b.png","marble_25-75_b-g.png","wheel_100-0_b.png","marble_100-0_b.png","wheel_25-75_b-g.png","marble_25-75_b-g.png","1_wheel","List4",1,"V1","The arrow never lands on green.","The |arrow |never lands on |green.","b-g","b->g","same","LT","LB"
4,1,"exp","marble","usually","marble_25-75_b-g.png","marble_100-0_b.png","wheel_25-75_b-g.png","wheel_100-0_b.png","wheel_25-75_b-g.png","marble_25-75_b-g.png","wheel_100-0_b.png","marble_100-0_b.png","1_marble","List4",2,"V1","The marble usually lands on green.","The |marble |usually lands on |green.","b-g","b->g","same","RT","RB"
4,2,"exp","wheel","always","wheel_100-0_g.png","wheel_25-75_g-b.png","marble_100-0_b.png","marble_25-75_b-g.png","wheel_25-75_g-b.png","marble_25-75_b-g.png","wheel_100-0_g.png","marble_100-0_b.png","2_wheel","List4",3,"V1","The arrow always lands on green.","The |arrow |always lands on |green.","b-g","b->g","flipped","LB","LT"
4,2,"exp","marble","rarely","marble_25-75_b-g.png","marble_100-0_b.png","wheel_25-75_g-b.png","wheel_100-0_g.png","marble_100-0_b.png","wheel_100-0_g.png","marble_25-75_b-g.png","wheel_25-75_g-b.png","2_marble","List4",4,"V1","The marble rarely lands on blue.","The |marble |rarely lands on |blue.","b-g","b->g","flipped","LB","LT"
4,3,"exp","wheel","usually","wheel_25-75_g-b.png","wheel_100-0_g.png","marble_25-75_g-b.png","marble_100-0_g.png","marble_100-0_g.png","wheel_100-0_g.png","marble_25-75_g-b.png","wheel_25-75_g-b.png","3_wheel","List4",5,"V1","The arrow usually lands on blue.","The |arrow |usually lands on |blue.","b-g","g->b","same","RB","RT"
4,3,"exp","marble","never","marble_100-0_g.png","marble_25-75_g-b.png","wheel_100-0_g.png","wheel_25-75_g-b.png","marble_25-75_g-b.png","wheel_25-75_g-b.png","marble_100-0_g.png","wheel_100-0_g.png","3_marble","List4",6,"V1","The marble never lands on blue.","The |marble |never lands on |blue.","b-g","g->b","same","LB","LT"
4,5,"exp","wheel","rarely","wheel_25-75_b-y.png","wheel_100-0_b.png","marble_25-75_b-y.png","marble_100-0_b.png","marble_100-0_b.png","wheel_100-0_b.png","marble_25-75_b-y.png","wheel_25-75_b-y.png","5_wheel","List4",7,"V1","The arrow rarely lands on blue.","The |arrow |rarely lands on |blue.","b-y","b->y","same","RB","RT"
4,5,"exp","marble","always","marble_100-0_b.png","marble_25-75_b-y.png","wheel_100-0_b.png","wheel_25-75_b-y.png","wheel_100-0_b.png","marble_100-0_b.png","wheel_25-75_b-y.png","marble_25-75_b-y.png","5_marble","List4",8,"V1","The marble always lands on blue.","The |marble |always lands on |blue.","b-y","b->y","same","RT","RB"
4,6,"exp","wheel","never","wheel_100-0_y.png","wheel_25-75_y-b.png","marble_100-0_b.png","marble_25-75_b-y.png","marble_25-75_b-y.png","wheel_25-75_y-b.png","marble_100-0_b.png","wheel_100-0_y.png","6_wheel","List4",9,"V1","The arrow never lands on blue.","The |arrow |never lands on |blue.","b-y","b->y","flipped","RB","RT"
4,6,"exp","marble","usually","marble_25-75_b-y.png","marble_100-0_b.png","wheel_25-75_y-b.png","wheel_100-0_y.png","marble_25-75_b-y.png","wheel_25-75_y-b.png","marble_100-0_b.png","wheel_100-0_y.png","6_marble","List4",10,"V1","The marble usually lands on yellow.","The |marble |usually lands on |yellow.","b-y","b->y","flipped","LT","LB"
4,7,"exp","wheel","always","wheel_100-0_y.png","wheel_25-75_y-b.png","marble_100-0_y.png","marble_25-75_y-b.png","marble_25-75_y-b.png","wheel_25-75_y-b.png","marble_100-0_y.png","wheel_100-0_y.png","7_wheel","List4",11,"V1","The arrow always lands on yellow.","The |arrow |always lands on |yellow.","b-y","y->b","same","RB","RT"
4,7,"exp","marble","rarely","marble_25-75_y-b.png","marble_100-0_y.png","wheel_25-75_y-b.png","wheel_100-0_y.png","marble_25-75_y-b.png","wheel_25-75_y-b.png","marble_100-0_y.png","wheel_100-0_y.png","7_marble","List4",12,"V1","The marble rarely lands on yellow.","The |marble |rarely lands on |yellow.","b-y","y->b","same","LT","LB"
4,9,"exp","wheel","usually","wheel_25-75_g-y.png","wheel_100-0_g.png","marble_25-75_g-y.png","marble_100-0_g.png","wheel_100-0_g.png","marble_100-0_g.png","wheel_25-75_g-y.png","marble_25-75_g-y.png","9_wheel","List4",13,"V1","The arrow usually lands on yellow.","The |arrow |usually lands on |yellow.","g-y","g->y","same","LB","LT"
4,9,"exp","marble","never","marble_100-0_g.png","marble_25-75_g-y.png","wheel_100-0_g.png","wheel_25-75_g-y.png","wheel_100-0_g.png","marble_100-0_g.png","wheel_25-75_g-y.png","marble_25-75_g-y.png","9_marble","List4",14,"V1","The marble never lands on yellow.","The |marble |never lands on |yellow.","g-y","g->y","same","RT","RB"
4,10,"exp","wheel","rarely","wheel_25-75_y-g.png","wheel_100-0_y.png","marble_25-75_g-y.png","marble_100-0_g.png","marble_25-75_g-y.png","wheel_25-75_y-g.png","marble_100-0_g.png","wheel_100-0_y.png","10_wheel","List4",15,"V1","The arrow rarely lands on yellow.","The |arrow |rarely lands on |yellow.","g-y","g->y","flipped","RT","RB"
4,10,"exp","marble","always","marble_100-0_g.png","marble_25-75_g-y.png","wheel_100-0_y.png","wheel_25-75_y-g.png","marble_100-0_g.png","wheel_100-0_y.png","marble_25-75_g-y.png","wheel_25-75_y-g.png","10_marble","List4",16,"V1","The marble always lands on green.","The |marble |always lands on |green.","g-y","g->y","flipped","LT","LB"
4,4,"filler","wheel","0","wheel_100-0_b.png","wheel_25-75_b-g.png","marble_100-0_g.png","marble_25-75_g-b.png","wheel_100-0_b.png","marble_100-0_g.png","wheel_25-75_b-g.png","marble_25-75_g-b.png","4_wheel","List4",17,"V1","The arrow has a 0 percent chance of landing on green.","The |arrow |has a 0 percent chance of landing on |green.","b-g","g->b","flipped","LT","LB"
4,4,"filler","marble","0","marble_100-0_g.png","marble_25-75_g-b.png","wheel_100-0_b.png","wheel_25-75_b-g.png","wheel_25-75_b-g.png","marble_25-75_g-b.png","wheel_100-0_b.png","marble_100-0_g.png","4_marble","List4",18,"V1","The marble has a 0 percent chance of landing on blue.","The |marble |has a 0 percent chance of landing on |blue.","b-g","g->b","flipped","RB","RT"
4,8,"filler","wheel","25","wheel_25-75_b-y.png","wheel_100-0_b.png","marble_25-75_y-b.png","marble_100-0_y.png","wheel_25-75_b-y.png","marble_25-75_y-b.png","wheel_100-0_b.png","marble_100-0_y.png","8_wheel","List4",19,"V1","The arrow has a 25 percent chance of landing on blue.","The |arrow |has a 25 percent chance of landing on |blue.","b-y","y->b","flipped","LT","LB"
4,8,"filler","marble","25","marble_25-75_y-b.png","marble_100-0_y.png","wheel_25-75_b-y.png","wheel_100-0_b.png","wheel_25-75_b-y.png","marble_25-75_y-b.png","wheel_100-0_b.png","marble_100-0_y.png","8_marble","List4",20,"V1","The marble has a 25 percent chance of landing on yellow.","The |marble |has a 25 percent chance of landing on |yellow.","b-y","y->b","flipped","RT","RB"
4,11,"filler","wheel","75","wheel_25-75_y-g.png","wheel_100-0_y.png","marble_25-75_y-g.png","marble_100-0_y.png","wheel_25-75_y-g.png","marble_25-75_y-g.png","wheel_100-0_y.png","marble_100-0_y.png","11_wheel","List4",21,"V1","The arrow has a 75 percent chance of landing on green.","The |arrow |has a 75 percent chance of landing on |green.","g-y","y->g","same","LT","LB"
4,11,"filler","marble","75","marble_25-75_y-g.png","marble_100-0_y.png","wheel_25-75_y-g.png","wheel_100-0_y.png","wheel_25-75_y-g.png","marble_25-75_y-g.png","wheel_100-0_y.png","marble_100-0_y.png","11_marble","List4",22,"V1","The marble has a 75 percent chance of landing on green.","The |marble |has a 75 percent chance of landing on |green.","g-y","y->g","same","RT","RB"
4,12,"filler","wheel","100","wheel_100-0_g.png","wheel_25-75_g-y.png","marble_100-0_y.png","marble_25-75_y-g.png","marble_25-75_y-g.png","wheel_25-75_g-y.png","marble_100-0_y.png","wheel_100-0_g.png","12_wheel","List4",23,"V1","The arrow has a 100 percent chance of landing on green.","The |arrow |has a 100 percent chance of landing on |green.","g-y","y->g","flipped","RB","RT"
4,12,"filler","marble","100","marble_100-0_y.png","marble_25-75_y-g.png","wheel_100-0_g.png","wheel_25-75_g-y.png","marble_25-75_y-g.png","wheel_25-75_g-y.png","marble_100-0_y.png","wheel_100-0_g.png","12_marble","List4",24,"V1","The marble has a 100 percent chance of landing on yellow.","The |marble |has a 100 percent chance of landing on |yellow.","g-y","y->g","flipped","LB","LT"
4,13,"typeB","wheel","25","wheel_25-75_b-g.png","wheel_25-75_g-b.png","marble_100-0_b.png","marble_100-0_g.png","marble_100-0_g.png","wheel_25-75_g-b.png","marble_100-0_b.png","wheel_25-75_b-g.png","13_wheel","List4",25,"V1","The arrow has a 25 percent chance of landing on blue.","The |arrow |has a 25 percent chance of landing on |blue.","b-g","b->g","same","RB","RT"
4,14,"typeB","marble","25","marble_25-75_b-g.png","marble_25-75_g-b.png","wheel_100-0_b.png","wheel_100-0_g.png","wheel_100-0_b.png","marble_25-75_b-g.png","wheel_100-0_g.png","marble_25-75_g-b.png","14_marble","List4",26,"V1","The marble has a 25 percent chance of landing on blue.","The |marble |has a 25 percent chance of landing on |blue.","b-g","b->g","same","RT","RB"
