"list_id","display_id","condition","target_object","modal","sentence","target_image","competitor_image","other1_image","other2_image","LT","RT","LB","RB","list_name","trial_in_list","variant","exp_groups","filler_group","color_pair","marble_orientation","wheel_option","instruction","target_loc","competitor_loc"
4,5,"exp","wheel","never","The arrow never lands on yellow.","wheel_100-0_b.png","wheel_25-75_b-y.png","marble_100-0_b.png","marble_25-75_b-y.png","marble_25-75_b-y.png","wheel_25-75_b-y.png","marble_100-0_b.png","wheel_100-0_b.png","List4",1,"V3","BC","A","b-y","b->y","same","The |arrow |never lands on |yellow.","RB","RT"
4,5,"exp","marble","usually","The marble usually lands on yellow.","marble_25-75_b-y.png","marble_100-0_b.png","wheel_25-75_b-y.png","wheel_100-0_b.png","marble_25-75_b-y.png","wheel_25-75_b-y.png","marble_100-0_b.png","wheel_100-0_b.png","List4",2,"V3","BC","A","b-y","b->y","same","The |marble |usually lands on |yellow.","LT","LB"
4,6,"exp","wheel","always","The arrow always lands on yellow.","wheel_100-0_y.png","wheel_25-75_y-b.png","marble_100-0_b.png","marble_25-75_b-y.png","marble_100-0_b.png","wheel_100-0_y.png","marble_25-75_b-y.png","wheel_25-75_y-b.png","List4",3,"V3","BC","A","b-y","b->y","flipped","The |arrow |always lands on |yellow.","RT","RB"
4,6,"exp","marble","rarely","The marble rarely lands on blue.","marble_25-75_b-y.png","marble_100-0_b.png","wheel_25-75_y-b.png","wheel_100-0_y.png","marble_100-0_b.png","wheel_100-0_y.png","marble_25-75_b-y.png","wheel_25-75_y-b.png","List4",4,"V3","BC","A","b-y","b->y","flipped","The |marble |rarely lands on |blue.","LB","LT"
4,7,"exp","wheel","usually","The arrow usually lands on blue.","wheel_25-75_y-b.png","wheel_100-0_y.png","marble_25-75_y-b.png","marble_100-0_y.png","marble_100-0_y.png","wheel_100-0_y.png","marble_25-75_y-b.png","wheel_25-75_y-b.png","List4",5,"V3","BC","A","b-y","y->b","same","The |arrow |usually lands on |blue.","RB","RT"
4,7,"exp","marble","never","The marble never lands on blue.","marble_100-0_y.png","marble_25-75_y-b.png","wheel_100-0_y.png","wheel_25-75_y-b.png","wheel_100-0_y.png","marble_100-0_y.png","wheel_25-75_y-b.png","marble_25-75_y-b.png","List4",6,"V3","BC","A","b-y","y->b","same","The |marble |never lands on |blue.","RT","RB"
4,8,"exp","wheel","rarely","The arrow rarely lands on blue.","wheel_25-75_b-y.png","wheel_100-0_b.png","marble_25-75_y-b.png","marble_100-0_y.png","wheel_25-75_b-y.png","marble_25-75_y-b.png","wheel_100-0_b.png","marble_100-0_y.png","List4",7,"V3","BC","A","b-y","y->b","flipped","The |arrow |rarely lands on |blue.","LT","LB"
4,8,"exp","marble","always","The marble always lands on yellow.","marble_100-0_y.png","marble_25-75_y-b.png","wheel_100-0_b.png","wheel_25-75_b-y.png","marble_25-75_y-b.png","wheel_25-75_b-y.png","marble_100-0_y.png","wheel_100-0_b.png","List4",8,"V3","BC","A","b-y","y->b","flipped","The |marble |always lands on |yellow.","LB","LT"
4,9,"exp","wheel","never","The arrow never lands on yellow.","wheel_100-0_g.png","wheel_25-75_g-y.png","marble_100-0_g.png","marble_25-75_g-y.png","wheel_100-0_g.png","marble_100-0_g.png","wheel_25-75_g-y.png","marble_25-75_g-y.png","List4",9,"V3","BC","A","g-y","g->y","same","The |arrow |never lands on |yellow.","LT","LB"
4,9,"exp","marble","usually","The marble usually lands on yellow.","marble_25-75_g-y.png","marble_100-0_g.png","wheel_25-75_g-y.png","wheel_100-0_g.png","wheel_100-0_g.png","marble_100-0_g.png","wheel_25-75_g-y.png","marble_25-75_g-y.png","List4",10,"V3","BC","A","g-y","g->y","same","The |marble |usually lands on |yellow.","RB","RT"
4,10,"exp","wheel","always","The arrow always lands on yellow.","wheel_100-0_y.png","wheel_25-75_y-g.png","marble_100-0_g.png","marble_25-75_g-y.png","marble_100-0_g.png","wheel_100-0_y.png","marble_25-75_g-y.png","wheel_25-75_y-g.png","List4",11,"V3","BC","A","g-y","g->y","flipped","The |arrow |always lands on |yellow.","RT","RB"
4,10,"exp","marble","rarely","The marble rarely lands on green.","marble_25-75_g-y.png","marble_100-0_g.png","wheel_25-75_y-g.png","wheel_100-0_y.png","marble_100-0_g.png","wheel_100-0_y.png","marble_25-75_g-y.png","wheel_25-75_y-g.png","List4",12,"V3","BC","A","g-y","g->y","flipped","The |marble |rarely lands on |green.","LB","LT"
4,11,"exp","wheel","usually","The arrow usually lands on green.","wheel_25-75_y-g.png","wheel_100-0_y.png","marble_25-75_y-g.png","marble_100-0_y.png","wheel_25-75_y-g.png","marble_25-75_y-g.png","wheel_100-0_y.png","marble_100-0_y.png","List4",13,"V3","BC","A","g-y","y->g","same","The |arrow |usually lands on |green.","LT","LB"
4,11,"exp","marble","never","The marble never lands on green.","marble_100-0_y.png","marble_25-75_y-g.png","wheel_100-0_y.png","wheel_25-75_y-g.png","marble_25-75_y-g.png","wheel_25-75_y-g.png","marble_100-0_y.png","wheel_100-0_y.png","List4",14,"V3","BC","A","g-y","y->g","same","The |marble |never lands on |green.","LB","LT"
4,12,"exp","wheel","rarely","The arrow rarely lands on green.","wheel_25-75_g-y.png","wheel_100-0_g.png","marble_25-75_y-g.png","marble_100-0_y.png","marble_25-75_y-g.png","wheel_25-75_g-y.png","marble_100-0_y.png","wheel_100-0_g.png","List4",15,"V3","BC","A","g-y","y->g","flipped","The |arrow |rarely lands on |green.","RT","RB"
4,12,"exp","marble","always","The marble always lands on yellow.","marble_100-0_y.png","marble_25-75_y-g.png","wheel_100-0_g.png","wheel_25-75_g-y.png","wheel_25-75_g-y.png","marble_25-75_y-g.png","wheel_100-0_g.png","marble_100-0_y.png","List4",16,"V3","BC","A","g-y","y->g","flipped","The |marble |always lands on |yellow.","RB","RT"
