"list_id","display_id","condition","target_object","modal","sentence","target_image","competitor_image","other1_image","other2_image","LT","RT","LB","RB","list_name","trial_in_list","variant","exp_groups","filler_group","color_pair","marble_orientation","wheel_option","instruction","target_loc","competitor_loc"
2,1,"exp","wheel","usually","The arrow usually lands on green.","wheel_25-75_b-g.png","wheel_100-0_b.png","marble_25-75_b-g.png","marble_100-0_b.png","marble_100-0_b.png","wheel_100-0_b.png","marble_25-75_b-g.png","wheel_25-75_b-g.png","List2",1,"V3","AC","B","b-g","b->g","same","The |arrow |usually lands on |green.","RB","RT"
2,1,"exp","marble","never","The marble never lands on green.","marble_100-0_b.png","marble_25-75_b-g.png","wheel_100-0_b.png","wheel_25-75_b-g.png","marble_25-75_b-g.png","wheel_25-75_b-g.png","marble_100-0_b.png","wheel_100-0_b.png","List2",2,"V3","AC","B","b-g","b->g","same","The |marble |never lands on |green.","LB","LT"
2,2,"exp","wheel","rarely","The arrow rarely lands on green.","wheel_25-75_g-b.png","wheel_100-0_g.png","marble_25-75_b-g.png","marble_100-0_b.png","marble_25-75_b-g.png","wheel_25-75_g-b.png","marble_100-0_b.png","wheel_100-0_g.png","List2",3,"V3","AC","B","b-g","b->g","flipped","The |arrow |rarely lands on |green.","RT","RB"
2,2,"exp","marble","always","The marble always lands on blue.","marble_100-0_b.png","marble_25-75_b-g.png","wheel_100-0_g.png","wheel_25-75_g-b.png","marble_100-0_b.png","wheel_100-0_g.png","marble_25-75_b-g.png","wheel_25-75_g-b.png","List2",4,"V3","AC","B","b-g","b->g","flipped","The |marble |always lands on |blue.","LT","LB"
2,3,"exp","wheel","never","The arrow never lands on blue.","wheel_100-0_g.png","wheel_25-75_g-b.png","marble_100-0_g.png","marble_25-75_g-b.png","marble_100-0_g.png","wheel_100-0_g.png","marble_25-75_g-b.png","wheel_25-75_g-b.png","List2",5,"V3","AC","B","b-g","g->b","same","The |arrow |never lands on |blue.","RT","RB"
2,3,"exp","marble","usually","The marble usually lands on blue.","marble_25-75_g-b.png","marble_100-0_g.png","wheel_25-75_g-b.png","wheel_100-0_g.png","wheel_100-0_g.png","marble_100-0_g.png","wheel_25-75_g-b.png","marble_25-75_g-b.png","List2",6,"V3","AC","B","b-g","g->b","same","The |marble |usually lands on |blue.","RB","RT"
2,4,"exp","wheel","always","The arrow always lands on blue.","wheel_100-0_b.png","wheel_25-75_b-g.png","marble_100-0_g.png","marble_25-75_g-b.png","wheel_25-75_b-g.png","marble_25-75_g-b.png","wheel_100-0_b.png","marble_100-0_g.png","List2",7,"V3","AC","B","b-g","g->b","flipped","The |arrow |always lands on |blue.","LB","LT"
2,4,"exp","marble","rarely","The marble rarely lands on green.","marble_25-75_g-b.png","marble_100-0_g.png","wheel_25-75_b-g.png","wheel_100-0_b.png","marble_25-75_g-b.png","wheel_25-75_b-g.png","marble_100-0_g.png","wheel_100-0_b.png","List2",8,"V3","AC","B","b-g","g->b","flipped","The |marble |rarely lands on |green.","LT","LB"
2,9,"exp","wheel","usually","The arrow usually lands on yellow.","wheel_25-75_g-y.png","wheel_100-0_g.png","marble_25-75_g-y.png","marble_100-0_g.png","wheel_25-75_g-y.png","marble_25-75_g-y.png","wheel_100-0_g.png","marble_100-0_g.png","List2",9,"V3","AC","B","g-y","g->y","same","The |arrow |usually lands on |yellow.","LT","LB"
2,9,"exp","marble","never","The marble never lands on yellow.","marble_100-0_g.png","marble_25-75_g-y.png","wheel_100-0_g.png","wheel_25-75_g-y.png","marble_25-75_g-y.png","wheel_25-75_g-y.png","marble_100-0_g.png","wheel_100-0_g.png","List2",10,"V3","AC","B","g-y","g->y","same","The |marble |never lands on |yellow.","LB","LT"
