"list_id","display_id","condition","target_object","modal","sentence","target_image","competitor_image","other1_image","other2_image","LT","RT","LB","RB","list_name","trial_in_list","variant","exp_groups","filler_group","color_pair","marble_orientation","wheel_option","instruction","target_loc","competitor_loc"
1,1,"exp","wheel","always","The arrow always lands on blue.","wheel_100-0_b.png","wheel_25-75_b-g.png","marble_100-0_b.png","marble_25-75_b-g.png","wheel_100-0_b.png","marble_100-0_b.png","wheel_25-75_b-g.png","marble_25-75_b-g.png","List1",1,"V1","AB","C","b-g","b->g","same","The |arrow |always lands on |blue.","LT","LB"
1,1,"exp","marble","rarely","The marble rarely lands on blue.","marble_25-75_b-g.png","marble_100-0_b.png","wheel_25-75_b-g.png","wheel_100-0_b.png","wheel_100-0_b.png","marble_100-0_b.png","wheel_25-75_b-g.png","marble_25-75_b-g.png","List1",2,"V1","AB","C","b-g","b->g","same","The |marble |rarely lands on |blue.","RB","RT"
1,2,"exp","wheel","usually","The arrow usually lands on blue.","wheel_25-75_g-b.png","wheel_100-0_g.png","marble_25-75_b-g.png","marble_100-0_b.png","wheel_100-0_g.png","marble_100-0_b.png","wheel_25-75_g-b.png","marble_25-75_b-g.png","List1",3,"V1","AB","C","b-g","b->g","flipped","The |arrow |usually lands on |blue.","LB","LT"
1,2,"exp","marble","never","The marble never lands on green.","marble_100-0_b.png","marble_25-75_b-g.png","wheel_100-0_g.png","wheel_25-75_g-b.png","wheel_100-0_g.png","marble_100-0_b.png","wheel_25-75_g-b.png","marble_25-75_b-g.png","List1",4,"V1","AB","C","b-g","b->g","flipped","The |marble |never lands on |green.","RT","RB"
1,3,"exp","wheel","rarely","The arrow rarely lands on green.","wheel_25-75_g-b.png","wheel_100-0_g.png","marble_25-75_g-b.png","marble_100-0_g.png","marble_25-75_g-b.png","wheel_25-75_g-b.png","marble_100-0_g.png","wheel_100-0_g.png","List1",5,"V1","AB","C","b-g","g->b","same","The |arrow |rarely lands on |green.","RT","RB"
1,3,"exp","marble","always","The marble always lands on green.","marble_100-0_g.png","marble_25-75_g-b.png","wheel_100-0_g.png","wheel_25-75_g-b.png","marble_100-0_g.png","wheel_100-0_g.png","marble_25-75_g-b.png","wheel_25-75_g-b.png","List1",6,"V1","AB","C","b-g","g->b","same","The |marble |always lands on |green.","LT","LB"
1,4,"exp","wheel","never","The arrow never lands on green.","wheel_100-0_b.png","wheel_25-75_b-g.png","marble_100-0_g.png","marble_25-75_g-b.png","wheel_25-75_b-g.png","marble_25-75_g-b.png","wheel_100-0_b.png","marble_100-0_g.png","List1",7,"V1","AB","C","b-g","g->b","flipped","The |arrow |never lands on |green.","LB","LT"
1,4,"exp","marble","usually","The marble usually lands on blue.","marble_25-75_g-b.png","marble_100-0_g.png","wheel_25-75_b-g.png","wheel_100-0_b.png","wheel_100-0_b.png","marble_100-0_g.png","wheel_25-75_b-g.png","marble_25-75_g-b.png","List1",8,"V1","AB","C","b-g","g->b","flipped","The |marble |usually lands on |blue.","RB","RT"
1,5,"exp","wheel","always","The arrow always lands on blue.","wheel_100-0_b.png","wheel_25-75_b-y.png","marble_100-0_b.png","marble_25-75_b-y.png","marble_100-0_b.png","wheel_100-0_b.png","marble_25-75_b-y.png","wheel_25-75_b-y.png","List1",9,"V1","AB","C","b-y","b->y","same","The |arrow |always lands on |blue.","RT","RB"
1,5,"exp","marble","rarely","The marble rarely lands on blue.","marble_25-75_b-y.png","marble_100-0_b.png","wheel_25-75_b-y.png","wheel_100-0_b.png","marble_25-75_b-y.png","wheel_25-75_b-y.png","marble_100-0_b.png","wheel_100-0_b.png","List1",10,"V1","AB","C","b-y","b->y","same","The |marble |rarely lands on |blue.","LT","LB"
1,6,"exp","wheel","usually","The arrow usually lands on blue.","wheel_25-75_y-b.png","wheel_100-0_y.png","marble_25-75_b-y.png","marble_100-0_b.png","marble_100-0_b.png","wheel_100-0_y.png","marble_25-75_b-y.png","wheel_25-75_y-b.png","List1",11,"V1","AB","C","b-y","b->y","flipped","The |arrow |usually lands on |blue.","RB","RT"
1,6,"exp","marble","never","The marble never lands on yellow.","marble_100-0_b.png","marble_25-75_b-y.png","wheel_100-0_y.png","wheel_25-75_y-b.png","marble_25-75_b-y.png","wheel_25-75_y-b.png","marble_100-0_b.png","wheel_100-0_y.png","List1",12,"V1","AB","C","b-y","b->y","flipped","The |marble |never lands on |yellow.","LB","LT"
1,7,"exp","wheel","rarely","The arrow rarely lands on yellow.","wheel_25-75_y-b.png","wheel_100-0_y.png","marble_25-75_y-b.png","marble_100-0_y.png","wheel_25-75_y-b.png","marble_25-75_y-b.png","wheel_100-0_y.png","marble_100-0_y.png","List1",13,"V1","AB","C","b-y","y->b","same","The |arrow |rarely lands on |yellow.","LT","LB"
1,7,"exp","marble","always","The marble always lands on yellow.","marble_100-0_y.png","marble_25-75_y-b.png","wheel_100-0_y.png","wheel_25-75_y-b.png","wheel_100-0_y.png","marble_100-0_y.png","wheel_25-75_y-b.png","marble_25-75_y-b.png","List1",14,"V1","AB","C","b-y","y->b","same","The |marble |always lands on |yellow.","RT","RB"
1,8,"exp","wheel","never","The arrow never lands on yellow.","wheel_100-0_b.png","wheel_25-75_b-y.png","marble_100-0_y.png","marble_25-75_y-b.png","wheel_25-75_b-y.png","marble_25-75_y-b.png","wheel_100-0_b.png","marble_100-0_y.png","List1",15,"V1","AB","C","b-y","y->b","flipped","The |arrow |never lands on |yellow.","LB","LT"
1,8,"exp","marble","usually","The marble usually lands on blue.","marble_25-75_y-b.png","marble_100-0_y.png","wheel_25-75_b-y.png","wheel_100-0_b.png","wheel_100-0_b.png","marble_100-0_y.png","wheel_25-75_b-y.png","marble_25-75_y-b.png","List1",16,"V1","AB","C","b-y","y->b","flipped","The |marble |usually lands on |blue.","RB","RT"
1,9,"filler","wheel","0","The arrow has a 0 percent chance of landing on yellow.","wheel_100-0_g.png","wheel_25-75_g-y.png","marble_100-0_g.png","marble_25-75_g-y.png","marble_100-0_g.png","wheel_100-0_g.png","marble_25-75_g-y.png","wheel_25-75_g-y.png","List1",17,"V1","AB","C","g-y","g->y","same","The |arrow |has a 0 percent chance of landing on |yellow.","RT","RB"
1,9,"filler","marble","0","The marble has a 0 percent chance of landing on yellow.","marble_100-0_g.png","marble_25-75_g-y.png","wheel_100-0_g.png","wheel_25-75_g-y.png","marble_100-0_g.png","wheel_100-0_g.png","marble_25-75_g-y.png","wheel_25-75_g-y.png","List1",18,"V1","AB","C","g-y","g->y","same","The |marble |has a 0 percent chance of landing on |yellow.","LT","LB"
1,10,"filler","wheel","25","The arrow has a 25 percent chance of landing on yellow.","wheel_25-75_y-g.png","wheel_100-0_y.png","marble_25-75_g-y.png","marble_100-0_g.png","marble_100-0_g.png","wheel_100-0_y.png","marble_25-75_g-y.png","wheel_25-75_y-g.png","List1",19,"V1","AB","C","g-y","g->y","flipped","The |arrow |has a 25 percent chance of landing on |yellow.","RB","RT"
1,10,"filler","marble","25","The marble has a 25 percent chance of landing on green.","marble_25-75_g-y.png","marble_100-0_g.png","wheel_25-75_y-g.png","wheel_100-0_y.png","marble_100-0_g.png","wheel_100-0_y.png","marble_25-75_g-y.png","wheel_25-75_y-g.png","List1",20,"V1","AB","C","g-y","g->y","flipped","The |marble |has a 25 percent chance of landing on |green.","LB","LT"
1,11,"filler","wheel","75","The arrow has a 75 percent chance of landing on green.","wheel_25-75_y-g.png","wheel_100-0_y.png","marble_25-75_y-g.png","marble_100-0_y.png","marble_100-0_y.png","wheel_100-0_y.png","marble_25-75_y-g.png","wheel_25-75_y-g.png","List1",21,"V1","AB","C","g-y","y->g","same","The |arrow |has a 75 percent chance of landing on |green.","RB","RT"
1,11,"filler","marble","75","The marble has a 75 percent chance of landing on green.","marble_25-75_y-g.png","marble_100-0_y.png","wheel_25-75_y-g.png","wheel_100-0_y.png","wheel_25-75_y-g.png","marble_25-75_y-g.png","wheel_100-0_y.png","marble_100-0_y.png","List1",22,"V1","AB","C","g-y","y->g","same","The |marble |has a 75 percent chance of landing on |green.","RT","RB"
1,12,"filler","wheel","100","The arrow has a 100 percent chance of landing on green.","wheel_100-0_g.png","wheel_25-75_g-y.png","marble_100-0_y.png","marble_25-75_y-g.png","wheel_100-0_g.png","marble_100-0_y.png","wheel_25-75_g-y.png","marble_25-75_y-g.png","List1",23,"V1","AB","C","g-y","y->g","flipped","The |arrow |has a 100 percent chance of landing on |green.","LT","LB"
